episode,iteration,epReward,Number of Balls
229.00,46.00,4.49,995.00
529.00,20.00,4.08,1325.00
589.00,18.00,4.33,1370.00
279.00,38.00,4.43,1100.00
709.00,15.00,4.05,1535.00
259.00,41.00,4.06,980.00
969.00,11.00,4.38,1685.00
889.00,12.00,3.92,1745.00
1069.00,10.00,4.44,2150.00
509.00,21.00,4.20,1430.00
669.00,16.00,4.26,1505.00
289.00,37.00,4.22,1145.00
1789.00,6.00,4.54,3065.00
249.00,43.00,4.16,1115.00
219.00,49.00,4.50,1040.00
829.00,13.00,4.37,1745.00
239.00,45.00,4.44,1055.00
229.00,47.00,3.36,995.00
569.00,19.00,4.19,1370.00
309.00,35.00,4.47,1085.00
1809.00,6.00,4.34,3095.00
319.00,34.00,3.72,1115.00
329.00,33.00,4.34,1085.00
1089.00,10.00,4.32,2210.00
259.00,42.00,3.93,1055.00
729.00,15.00,4.00,1565.00
1369.00,8.00,4.40,2600.00
609.00,18.00,4.23,1415.00
1569.00,7.00,4.59,2735.00
249.00,44.00,4.18,995.00
289.00,38.00,4.31,1100.00
229.00,48.00,4.20,1040.00
649.00,17.00,4.05,1475.00
789.00,14.00,4.12,1595.00
269.00,41.00,4.37,980.00
299.00,37.00,3.74,1160.00
1009.00,11.00,4.41,1790.00
1389.00,8.00,4.41,2615.00
529.00,21.00,3.80,1445.00
309.00,36.00,3.81,920.00
259.00,43.00,4.25,1130.00
279.00,40.00,4.15,1055.00
589.00,19.00,4.34,1370.00
329.00,34.00,4.09,1130.00
249.00,45.00,4.41,1055.00
229.00,49.00,4.07,1070.00
239.00,47.00,3.47,1025.00
1129.00,10.00,4.03,2285.00
289.00,39.00,4.06,1085.00
1029.00,11.00,4.07,1790.00
269.00,42.00,3.57,1055.00
709.00,16.00,4.06,1550.00
669.00,17.00,4.05,1520.00
299.00,38.00,4.22,1115.00
1629.00,7.00,3.60,2795.00
1269.00,9.00,4.04,2300.00
259.00,44.00,4.27,995.00
1909.00,6.00,4.22,3155.00
309.00,37.00,4.26,1190.00
279.00,41.00,4.23,1010.00
249.00,46.00,4.06,1040.00
239.00,48.00,3.94,1040.00
329.00,35.00,4.07,1085.00
339.00,34.00,4.41,1130.00
889.00,13.00,4.55,1805.00
1929.00,6.00,3.91,3170.00
609.00,19.00,4.30,1385.00
289.00,40.00,3.79,1055.00
269.00,43.00,4.35,1130.00
829.00,14.00,4.14,1625.00
969.00,12.00,4.05,1865.00
529.00,22.00,4.40,1370.00
729.00,16.00,3.53,1580.00
1669.00,7.00,4.33,2855.00
259.00,45.00,3.99,1070.00
509.00,23.00,4.06,1295.00
249.00,47.00,3.57,1040.00
239.00,49.00,3.72,1070.00
1069.00,11.00,3.97,1835.00
309.00,38.00,4.02,1130.00
1309.00,9.00,4.36,2345.00
589.00,20.00,4.50,1370.00
1969.00,6.00,4.14,3245.00
909.00,13.00,4.14,1835.00
319.00,37.00,4.07,1190.00
789.00,15.00,4.36,1655.00
269.00,44.00,4.08,995.00
289.00,41.00,4.39,1040.00
339.00,35.00,4.42,1085.00
1489.00,8.00,4.04,2675.00
1989.00,6.00,4.50,3245.00
259.00,46.00,3.92,1040.00
569.00,21.00,4.26,1490.00
1089.00,11.00,4.42,1880.00
249.00,48.00,3.81,1040.00
279.00,43.00,4.16,1145.00
669.00,18.00,3.83,1535.00
709.00,17.00,4.29,1565.00
1509.00,8.00,4.21,2705.00
309.00,39.00,3.90,1100.00
549.00,22.00,4.60,1400.00
1729.00,7.00,4.16,2915.00
1009.00,12.00,4.66,1940.00
269.00,45.00,4.34,1070.00
319.00,38.00,3.30,1130.00
289.00,42.00,4.27,1100.00
529.00,23.00,4.43,1340.00
609.00,20.00,4.00,1400.00
329.00,37.00,3.68,1190.00
259.00,47.00,4.37,1055.00
339.00,36.00,3.94,950.00
249.00,49.00,4.00,1070.00
299.00,41.00,3.99,1055.00
279.00,44.00,4.16,995.00
1369.00,9.00,4.36,2405.00
649.00,19.00,4.09,1430.00
1029.00,12.00,4.18,1970.00
589.00,21.00,4.00,1505.00
309.00,40.00,4.23,1100.00
729.00,17.00,3.71,1580.00
269.00,46.00,3.89,1070.00
1129.00,11.00,4.45,1940.00
829.00,15.00,4.29,1715.00
889.00,14.00,4.57,1715.00
289.00,43.00,4.07,1160.00
259.00,48.00,4.22,1055.00
499.00,25.00,4.19,1250.00
1389.00,9.00,4.25,2435.00
1789.00,7.00,3.74,2975.00
329.00,38.00,3.92,1130.00
1569.00,8.00,4.48,2765.00
339.00,37.00,3.83,1190.00
279.00,45.00,3.92,1070.00
969.00,13.00,4.23,2015.00
789.00,16.00,4.14,1700.00
549.00,23.00,4.39,1340.00
1809.00,7.00,4.18,2990.00
269.00,47.00,4.06,1055.00
1269.00,10.00,4.39,2465.00
309.00,41.00,4.25,1055.00
529.00,24.00,3.85,1415.00
669.00,19.00,4.40,1475.00
259.00,49.00,4.16,1100.00
509.00,25.00,3.82,1265.00
289.00,44.00,4.28,995.00
709.00,18.00,3.59,1580.00
319.00,40.00,4.30,1130.00
609.00,21.00,3.67,1505.00
1069.00,12.00,4.20,2000.00
329.00,39.00,2.95,1130.00
279.00,46.00,4.24,1115.00
299.00,43.00,4.15,1175.00
339.00,38.00,4.50,1145.00
349.00,37.00,4.28,1190.00
269.00,48.00,4.00,1085.00
589.00,22.00,3.92,1445.00
499.00,26.00,3.73,1310.00
309.00,42.00,4.38,1115.00
1629.00,8.00,4.21,2795.00
289.00,45.00,3.66,1085.00
1089.00,12.00,4.27,2030.00
769.00,17.00,4.23,1610.00
1309.00,10.00,3.85,2480.00
569.00,23.00,4.49,1340.00
319.00,41.00,2.99,1070.00
1009.00,13.00,3.52,2045.00
729.00,18.00,4.25,1610.00
279.00,47.00,3.69,1055.00
299.00,44.00,4.11,1010.00
269.00,49.00,4.51,1100.00
529.00,25.00,4.42,1295.00
339.00,39.00,4.08,1145.00
829.00,16.00,4.18,1730.00
349.00,38.00,3.93,1145.00
1209.00,11.00,4.28,2060.00
359.00,37.00,3.67,1190.00
309.00,43.00,4.04,1190.00
289.00,46.00,3.63,1145.00
889.00,15.00,4.24,1805.00
1669.00,8.00,4.55,2825.00
1909.00,7.00,4.06,3125.00
1029.00,13.00,4.57,2060.00
669.00,20.00,4.12,1475.00
1489.00,9.00,4.19,2645.00
609.00,22.00,3.97,1475.00
789.00,17.00,4.58,1640.00
279.00,48.00,4.43,1085.00
709.00,19.00,4.32,1565.00
299.00,45.00,3.95,1100.00
1929.00,7.00,4.36,3155.00
519.00,26.00,3.99,1325.00
329.00,41.00,3.99,1085.00
1129.00,12.00,4.44,2105.00
589.00,23.00,3.35,1370.00
969.00,14.00,3.88,1835.00
1509.00,9.00,4.11,2675.00
339.00,40.00,3.56,1145.00
289.00,47.00,4.30,1055.00
309.00,44.00,3.56,1025.00
349.00,39.00,3.63,1160.00
359.00,38.00,4.20,1175.00
369.00,37.00,4.35,1220.00
1369.00,10.00,4.31,2600.00
279.00,49.00,3.78,1130.00
549.00,25.00,4.57,1340.00
319.00,43.00,4.05,1205.00
509.00,27.00,3.65,1265.00
529.00,26.00,4.03,1340.00
1969.00,7.00,4.34,3215.00
299.00,46.00,4.20,1160.00
1729.00,8.00,4.34,2870.00
329.00,42.00,4.01,1130.00
729.00,19.00,4.22,1580.00
1389.00,10.00,3.98,2645.00
1069.00,13.00,3.94,2180.00
289.00,48.00,4.19,1085.00
1989.00,7.00,4.11,3245.00
339.00,41.00,3.75,1085.00
309.00,45.00,3.89,1100.00
1269.00,11.00,4.38,2150.00
349.00,40.00,4.00,1145.00
609.00,23.00,4.13,1385.00
359.00,39.00,4.27,1175.00
369.00,38.00,4.70,1190.00
669.00,21.00,4.58,1580.00
319.00,44.00,4.66,1025.00
299.00,47.00,2.98,1055.00
829.00,17.00,3.96,1685.00
1569.00,9.00,4.52,2705.00
1009.00,14.00,3.37,1880.00
589.00,24.00,3.60,1505.00
1089.00,13.00,4.18,2225.00
329.00,43.00,3.89,1205.00
709.00,20.00,4.67,1505.00
289.00,49.00,4.39,1130.00
789.00,18.00,3.95,1715.00
889.00,16.00,4.46,1760.00
569.00,25.00,4.42,1340.00
309.00,46.00,4.42,1190.00
339.00,42.00,4.60,1130.00
549.00,26.00,4.03,1340.00
529.00,27.00,4.13,1340.00
1789.00,8.00,4.43,2930.00
349.00,41.00,3.76,1100.00
299.00,48.00,4.10,1085.00
1309.00,11.00,4.70,2210.00
1029.00,14.00,4.23,1880.00
369.00,39.00,4.37,1175.00
379.00,38.00,3.90,1205.00
849.00,17.00,4.23,1730.00
1809.00,8.00,4.28,2960.00
629.00,23.00,4.18,1415.00
499.00,29.00,4.07,1415.00
329.00,44.00,4.43,1040.00
969.00,15.00,3.73,1865.00
519.00,28.00,4.73,1190.00
309.00,47.00,3.88,1070.00
539.00,27.00,4.30,1340.00
729.00,20.00,4.41,1505.00
339.00,43.00,3.34,1220.00
769.00,19.00,3.95,1655.00
609.00,24.00,4.25,1520.00
1629.00,9.00,4.05,2765.00
1129.00,13.00,4.36,2255.00
299.00,49.00,4.47,1145.00
319.00,46.00,4.02,1190.00
669.00,22.00,4.40,1535.00
589.00,25.00,4.53,1340.00
359.00,41.00,4.35,1100.00
509.00,29.00,4.42,1430.00
369.00,40.00,4.12,1190.00
379.00,39.00,4.68,1190.00
529.00,28.00,3.98,1205.00
329.00,45.00,3.72,1130.00
309.00,48.00,3.83,1115.00
1489.00,10.00,4.45,2720.00
709.00,21.00,3.68,1595.00
829.00,18.00,4.28,1760.00
649.00,23.00,4.36,1445.00
339.00,44.00,4.09,1070.00
1069.00,14.00,4.22,1910.00
499.00,30.00,3.91,1340.00
789.00,19.00,3.83,1655.00
1669.00,9.00,4.37,2810.00
319.00,47.00,4.47,1070.00
349.00,43.00,4.17,1235.00
1369.00,11.00,3.93,2375.00
519.00,29.00,3.59,1430.00
1509.00,10.00,4.39,2720.00
359.00,42.00,4.31,1145.00
889.00,17.00,3.77,1775.00
1009.00,15.00,4.23,1985.00
369.00,41.00,4.23,1115.00
329.00,46.00,4.20,1205.00
309.00,49.00,4.30,1145.00
379.00,40.00,4.26,1205.00
389.00,39.00,4.01,1190.00
1269.00,12.00,4.14,2330.00
609.00,25.00,4.02,1415.00
1089.00,14.00,4.11,1910.00
1909.00,8.00,4.38,3005.00
1389.00,11.00,4.40,2375.00
339.00,45.00,3.79,1130.00
729.00,21.00,3.56,1610.00
589.00,26.00,3.37,1385.00
319.00,48.00,3.94,1130.00
529.00,29.00,3.71,1430.00
569.00,27.00,4.55,1370.00
349.00,44.00,4.48,1085.00
669.00,23.00,4.15,1445.00
1929.00,8.00,3.74,3020.00
1029.00,15.00,4.27,2000.00
909.00,17.00,4.21,1820.00
359.00,43.00,3.43,1235.00
499.00,31.00,4.28,1235.00
329.00,47.00,4.06,1070.00
969.00,16.00,4.55,1880.00
369.00,42.00,4.55,1175.00
1729.00,9.00,4.43,2855.00
379.00,41.00,3.63,1115.00
389.00,40.00,3.74,1205.00
709.00,22.00,3.84,1580.00
339.00,46.00,4.32,1220.00
539.00,29.00,4.49,1445.00
319.00,49.00,2.96,1175.00
1569.00,10.00,4.55,2840.00
1309.00,12.00,4.12,2375.00
1209.00,13.00,3.86,2345.00
349.00,45.00,3.86,1145.00
1969.00,8.00,3.82,3065.00
829.00,19.00,4.31,1745.00
789.00,20.00,3.99,1640.00
509.00,31.00,3.85,1235.00
1129.00,14.00,4.44,1925.00
329.00,48.00,4.20,1145.00
609.00,26.00,4.41,1430.00
689.00,23.00,4.08,1505.00
529.00,30.00,3.50,1370.00
369.00,43.00,4.22,1250.00
1989.00,8.00,4.37,3080.00
589.00,27.00,4.45,1430.00
549.00,29.00,3.95,1460.00
379.00,42.00,4.41,1175.00
339.00,47.00,3.74,1070.00
389.00,41.00,3.69,1115.00
399.00,40.00,3.84,1205.00
889.00,18.00,4.18,1850.00
1069.00,15.00,4.32,2060.00
729.00,22.00,3.44,1655.00
669.00,24.00,3.65,1565.00
349.00,46.00,4.27,1235.00
1789.00,9.00,4.09,2975.00
519.00,31.00,3.59,1280.00
849.00,19.00,3.79,1760.00
1009.00,16.00,4.05,1955.00
329.00,49.00,4.02,1190.00
359.00,45.00,4.26,1145.00
559.00,29.00,4.11,1460.00
649.00,25.00,4.25,1460.00
369.00,44.00,4.18,1115.00
1809.00,9.00,4.38,2975.00
1629.00,10.00,4.22,2945.00
339.00,48.00,4.23,1160.00
709.00,23.00,4.04,1550.00
379.00,43.00,3.91,1250.00
1089.00,15.00,4.53,2120.00
389.00,42.00,4.41,1175.00
1489.00,11.00,4.51,2540.00
399.00,41.00,4.37,1115.00
529.00,31.00,4.17,1310.00
1369.00,12.00,3.36,2480.00
349.00,47.00,4.21,1070.00
609.00,27.00,4.40,1430.00
1029.00,16.00,4.06,1970.00
969.00,17.00,4.63,1895.00
499.00,33.00,3.85,1340.00
1269.00,13.00,3.96,2465.00
589.00,28.00,4.18,1250.00
569.00,29.00,4.30,1475.00
359.00,46.00,4.15,1235.00
789.00,21.00,4.62,1700.00
829.00,20.00,3.98,1655.00
1509.00,11.00,4.04,2585.00
519.00,32.00,4.14,1280.00
369.00,45.00,4.36,1145.00
339.00,49.00,4.05,1205.00
1389.00,12.00,4.08,2495.00
1669.00,10.00,4.01,2975.00
379.00,44.00,4.31,1130.00
539.00,31.00,3.94,1340.00
669.00,25.00,3.97,1475.00
389.00,43.00,3.98,1250.00
729.00,23.00,4.03,1595.00
349.00,48.00,4.25,1160.00
409.00,41.00,4.27,1115.00
579.00,29.00,4.09,1490.00
509.00,33.00,4.42,1340.00
649.00,26.00,4.55,1475.00
889.00,19.00,3.80,1880.00
359.00,47.00,3.96,1070.00
769.00,22.00,4.46,1685.00
1129.00,15.00,4.36,2165.00
529.00,32.00,4.25,1310.00
499.00,34.00,4.00,1310.00
629.00,27.00,4.04,1430.00
369.00,46.00,3.89,1235.00
1309.00,13.00,4.22,2555.00
709.00,24.00,4.10,1580.00
549.00,31.00,3.90,1385.00
609.00,28.00,3.97,1295.00
379.00,45.00,4.50,1160.00
589.00,29.00,4.54,1490.00
1069.00,16.00,4.38,2060.00
349.00,49.00,3.66,1205.00
389.00,44.00,4.02,1145.00
1009.00,17.00,3.65,1940.00
1909.00,9.00,4.59,3095.00
399.00,43.00,4.29,1250.00
409.00,42.00,4.15,1190.00
689.00,25.00,4.17,1505.00
1569.00,11.00,4.10,2705.00
359.00,48.00,4.33,1160.00
909.00,19.00,4.47,1925.00
1729.00,10.00,4.54,3035.00
509.00,34.00,3.85,1310.00
559.00,31.00,3.39,1400.00
1929.00,9.00,4.36,3125.00
789.00,22.00,4.11,1730.00
369.00,47.00,4.20,1085.00
579.00,30.00,4.15,1430.00
669.00,26.00,4.37,1520.00
829.00,21.00,4.29,1745.00
1089.00,16.00,3.61,2075.00
969.00,18.00,4.15,1985.00
379.00,46.00,3.56,1235.00
529.00,33.00,4.23,1355.00
499.00,35.00,3.71,1310.00
1029.00,17.00,4.17,1985.00
729.00,24.00,4.19,1580.00
389.00,45.00,4.18,1160.00
399.00,44.00,4.18,1145.00
409.00,43.00,4.53,1265.00
359.00,49.00,4.01,1220.00
569.00,31.00,4.42,1400.00
519.00,34.00,4.49,1325.00
609.00,29.00,4.02,1505.00
589.00,30.00,4.36,1430.00
769.00,23.00,3.95,1595.00
1969.00,9.00,4.32,3185.00
709.00,25.00,4.16,1505.00
369.00,48.00,3.46,1160.00
1269.00,14.00,4.32,2210.00
889.00,20.00,3.70,1730.00
1369.00,13.00,3.64,2600.00
539.00,33.00,4.46,1385.00
509.00,35.00,3.71,1325.00
379.00,47.00,3.96,1100.00
1489.00,12.00,4.15,2570.00
1789.00,10.00,3.98,3125.00
1989.00,9.00,3.85,3230.00
559.00,32.00,3.87,1355.00
1629.00,11.00,4.40,2750.00
389.00,46.00,4.53,1235.00
579.00,31.00,4.23,1400.00
399.00,45.00,4.01,1175.00
529.00,34.00,3.82,1325.00
409.00,44.00,3.42,1145.00
949.00,19.00,4.47,1955.00
419.00,43.00,4.36,1280.00
1389.00,13.00,4.34,2600.00
1129.00,16.00,4.39,2135.00
669.00,27.00,4.42,1490.00
1809.00,10.00,3.74,3140.00
1509.00,12.00,4.21,2660.00
369.00,49.00,4.08,1235.00
549.00,33.00,4.49,1385.00
789.00,23.00,4.17,1655.00
1009.00,18.00,4.44,2045.00
1069.00,17.00,4.66,2045.00
519.00,35.00,4.50,1325.00
379.00,48.00,3.80,1175.00
729.00,25.00,4.41,1520.00
829.00,22.00,4.20,1745.00
629.00,29.00,4.30,1520.00
589.00,31.00,4.06,1415.00
609.00,30.00,4.60,1445.00
389.00,47.00,3.84,1130.00
1309.00,14.00,4.57,2255.00
509.00,36.00,3.86,1145.00
1669.00,11.00,3.99,2780.00
399.00,46.00,3.70,1250.00
969.00,19.00,4.60,1985.00
409.00,45.00,4.02,1190.00
709.00,26.00,3.44,1595.00
419.00,44.00,3.63,1160.00
429.00,43.00,4.22,1280.00
499.00,37.00,3.74,1310.00
1089.00,17.00,4.30,2075.00
1029.00,18.00,4.18,2060.00
529.00,35.00,4.66,1325.00
579.00,32.00,3.71,1400.00
1429.00,13.00,4.02,2630.00
599.00,31.00,3.99,1430.00
379.00,49.00,4.46,1235.00
689.00,27.00,4.35,1520.00
889.00,21.00,4.15,1775.00
549.00,34.00,4.01,1370.00
389.00,48.00,4.37,1220.00
749.00,25.00,4.09,1550.00
669.00,28.00,3.61,1340.00
399.00,47.00,4.21,1130.00
569.00,33.00,4.48,1400.00
1569.00,12.00,3.70,2765.00
649.00,29.00,4.13,1550.00
409.00,46.00,4.50,1250.00
509.00,37.00,4.09,1340.00
589.00,32.00,3.53,1400.00
419.00,45.00,3.84,1190.00
609.00,31.00,3.55,1445.00
429.00,44.00,3.86,1175.00
789.00,24.00,4.38,1685.00
729.00,26.00,3.60,1610.00
499.00,38.00,4.06,1385.00
1729.00,11.00,3.74,2870.00
559.00,34.00,3.84,1370.00
1269.00,15.00,4.38,2345.00
529.00,36.00,4.22,1190.00
829.00,23.00,4.64,1685.00
1909.00,10.00,3.56,3170.00
389.00,49.00,4.33,1235.00
579.00,33.00,4.28,1400.00
709.00,27.00,4.55,1550.00
1369.00,14.00,4.11,2315.00
1009.00,19.00,4.37,2030.00
399.00,48.00,4.14,1220.00
1129.00,17.00,4.37,2090.00
619.00,31.00,4.46,1460.00
519.00,37.00,4.22,1340.00
549.00,35.00,4.27,1385.00
1069.00,18.00,3.32,2120.00
409.00,47.00,4.48,1130.00
1929.00,10.00,4.38,3185.00
419.00,46.00,4.43,1265.00
429.00,45.00,4.11,1190.00
439.00,44.00,4.20,1190.00
1489.00,13.00,4.27,2690.00
509.00,38.00,3.58,1400.00
969.00,20.00,4.01,1745.00
669.00,29.00,4.18,1550.00
539.00,36.00,4.28,1190.00
1389.00,14.00,4.11,2330.00
589.00,33.00,4.20,1415.00
499.00,39.00,4.17,1295.00
609.00,32.00,4.12,1400.00
629.00,31.00,4.20,1475.00
849.00,23.00,3.95,1700.00
1629.00,12.00,4.07,2810.00
1029.00,19.00,3.90,2090.00
889.00,22.00,4.14,1910.00
399.00,49.00,4.01,1235.00
529.00,37.00,3.78,1355.00
1089.00,18.00,3.75,2135.00
1509.00,13.00,4.42,2690.00
1309.00,15.00,4.52,2405.00
409.00,48.00,4.42,1265.00
1789.00,11.00,4.63,2960.00
1969.00,10.00,4.04,3230.00
729.00,27.00,4.32,1565.00
579.00,34.00,4.12,1385.00
419.00,47.00,3.78,1130.00
789.00,25.00,4.05,1610.00
519.00,38.00,4.48,1400.00
429.00,46.00,4.11,1280.00
439.00,45.00,4.51,1205.00
619.00,32.00,4.69,1415.00
709.00,28.00,4.13,1385.00
509.00,39.00,4.06,1310.00
1989.00,10.00,4.55,3305.00
1809.00,11.00,4.18,2975.00
829.00,24.00,3.42,1685.00
569.00,35.00,4.31,1430.00
539.00,37.00,4.04,1355.00
499.00,40.00,4.11,1310.00
689.00,29.00,3.60,1550.00
769.00,26.00,3.89,1670.00
1669.00,12.00,3.47,2915.00
589.00,34.00,4.07,1385.00
409.00,49.00,4.15,1235.00
669.00,30.00,3.63,1565.00
609.00,33.00,4.26,1430.00
529.00,38.00,4.23,1400.00
649.00,31.00,4.02,1520.00
419.00,48.00,4.11,1295.00
1009.00,20.00,4.31,1835.00
429.00,47.00,4.10,1160.00
1189.00,17.00,3.99,2165.00
439.00,46.00,4.13,1280.00
449.00,45.00,3.99,1235.00
519.00,39.00,4.26,1325.00
579.00,35.00,3.68,1445.00
1269.00,16.00,4.23,2435.00
1069.00,19.00,3.79,2165.00
1129.00,18.00,4.24,2195.00
549.00,37.00,3.74,1370.00
969.00,21.00,3.82,1895.00
509.00,40.00,3.60,1325.00
1569.00,13.00,3.70,2750.00
729.00,28.00,4.31,1400.00
619.00,33.00,3.92,1460.00
889.00,23.00,3.80,1805.00
639.00,32.00,4.18,1445.00
499.00,41.00,4.37,1205.00
539.00,38.00,4.34,1415.00
789.00,26.00,4.19,1685.00
1369.00,15.00,4.40,2480.00
1209.00,17.00,4.22,2195.00
419.00,49.00,4.49,1235.00
709.00,29.00,3.44,1580.00
1029.00,20.00,4.33,1895.00
429.00,48.00,4.38,1295.00
589.00,35.00,4.16,1445.00
529.00,39.00,4.18,1325.00
439.00,47.00,4.28,1190.00
449.00,46.00,3.91,1280.00
1089.00,19.00,3.99,2195.00
559.00,37.00,4.31,1385.00
609.00,34.00,4.48,1430.00
829.00,25.00,4.47,1655.00
1729.00,12.00,4.63,2960.00
669.00,31.00,4.16,1595.00
629.00,33.00,4.39,1475.00
519.00,40.00,4.14,1340.00
1389.00,15.00,4.34,2510.00
1489.00,14.00,3.91,2465.00
579.00,36.00,3.94,1295.00
549.00,38.00,4.10,1415.00
509.00,41.00,4.31,1205.00
909.00,23.00,4.13,1820.00
1309.00,16.00,4.53,2465.00
499.00,42.00,3.67,1310.00
1909.00,11.00,3.91,3125.00
539.00,39.00,4.11,1340.00
429.00,49.00,3.80,1235.00
619.00,34.00,4.21,1445.00
569.00,37.00,3.55,1385.00
439.00,48.00,4.24,1310.00
1509.00,14.00,4.67,2510.00
449.00,47.00,4.20,1205.00
459.00,46.00,4.10,1310.00
729.00,29.00,4.24,1580.00
1629.00,13.00,3.99,2810.00
529.00,40.00,4.17,1355.00
1009.00,21.00,4.13,1955.00
1929.00,11.00,4.29,3170.00
589.00,36.00,3.95,1325.00
849.00,25.00,4.35,1670.00
559.00,38.00,3.40,1430.00
709.00,30.00,4.18,1640.00
519.00,41.00,4.22,1235.00
789.00,27.00,4.34,1625.00
969.00,22.00,4.05,2075.00
609.00,35.00,4.18,1445.00
889.00,24.00,3.99,1745.00
689.00,31.00,3.90,1625.00
1069.00,20.00,4.25,1970.00
509.00,42.00,3.93,1310.00
669.00,32.00,4.24,1445.00
549.00,39.00,4.43,1340.00
579.00,37.00,3.97,1385.00
1129.00,19.00,3.68,2270.00
1789.00,12.00,3.98,3035.00
499.00,43.00,4.24,1310.00
439.00,49.00,3.94,1265.00
829.00,26.00,4.13,1715.00
1269.00,17.00,4.07,2330.00
449.00,48.00,3.91,1310.00
459.00,47.00,3.92,1220.00
1029.00,21.00,4.34,1970.00
569.00,38.00,4.35,1445.00
1969.00,11.00,4.35,3185.00
619.00,35.00,3.38,1475.00
1669.00,13.00,3.83,2855.00
1809.00,12.00,4.16,3080.00
529.00,41.00,4.02,1250.00
749.00,29.00,4.10,1595.00
639.00,34.00,4.11,1445.00
659.00,33.00,4.12,1520.00
1089.00,20.00,4.32,2000.00
589.00,37.00,4.03,1400.00
519.00,42.00,4.08,1310.00
949.00,23.00,4.39,1820.00
809.00,27.00,3.94,1625.00
1989.00,11.00,4.46,3200.00
729.00,30.00,4.12,1685.00
1369.00,16.00,3.85,2525.00
509.00,43.00,4.35,1310.00
609.00,36.00,3.87,1325.00
1689.00,13.00,4.18,2900.00
1569.00,14.00,4.34,2660.00
499.00,44.00,4.51,1265.00
709.00,31.00,4.32,1640.00
579.00,38.00,3.78,1460.00
449.00,49.00,4.59,1265.00
459.00,48.00,4.55,1310.00
469.00,47.00,3.32,1250.00
649.00,34.00,4.19,1445.00
669.00,33.00,4.39,1550.00
789.00,28.00,3.74,1565.00
539.00,41.00,3.88,1265.00
599.00,37.00,4.66,1400.00
1009.00,22.00,3.84,2075.00
569.00,39.00,4.36,1400.00
1389.00,16.00,4.29,2570.00
889.00,25.00,3.94,1730.00
529.00,42.00,4.46,1310.00
1309.00,17.00,4.08,2420.00
969.00,23.00,4.18,1820.00
619.00,36.00,3.90,1340.00
769.00,29.00,3.65,1610.00
1489.00,15.00,4.25,2630.00
519.00,43.00,4.31,1310.00
559.00,40.00,4.32,1370.00
829.00,27.00,4.05,1670.00
589.00,38.00,4.21,1475.00
509.00,44.00,3.88,1295.00
1069.00,21.00,4.03,2090.00
1729.00,13.00,4.22,2945.00
499.00,45.00,3.95,1325.00
459.00,49.00,3.50,1265.00
549.00,41.00,4.08,1265.00
469.00,48.00,4.25,1325.00
609.00,37.00,4.30,1400.00
1129.00,20.00,4.59,2120.00
1189.00,19.00,4.39,2360.00
579.00,39.00,3.63,1430.00
729.00,31.00,4.37,1670.00
1509.00,15.00,3.96,2675.00
1029.00,22.00,4.54,2105.00
539.00,42.00,4.52,1325.00
709.00,32.00,4.46,1460.00
649.00,35.00,4.64,1520.00
689.00,33.00,3.93,1595.00
669.00,34.00,3.88,1460.00
529.00,43.00,4.48,1325.00
569.00,40.00,4.20,1370.00
1629.00,14.00,4.48,2780.00
1269.00,18.00,4.44,2390.00
519.00,44.00,4.49,1295.00
1089.00,21.00,3.78,2120.00
789.00,29.00,4.39,1640.00
1909.00,12.00,4.30,3170.00
619.00,37.00,3.63,1400.00
509.00,45.00,4.26,1325.00
559.00,41.00,4.33,1280.00
1209.00,19.00,4.39,2420.00
499.00,46.00,3.52,1370.00
589.00,39.00,4.31,1445.00
469.00,49.00,4.06,1265.00
479.00,48.00,4.11,1340.00
549.00,42.00,4.04,1325.00
679.00,34.00,4.24,1460.00
889.00,26.00,4.16,1850.00
1929.00,12.00,3.85,3185.00
609.00,38.00,4.54,1520.00
579.00,40.00,4.48,1400.00
539.00,43.00,4.07,1340.00
1009.00,23.00,3.81,1940.00
829.00,28.00,4.02,1610.00
749.00,31.00,4.09,1670.00
1789.00,13.00,4.16,3020.00
969.00,24.00,4.18,1910.00
1369.00,17.00,4.30,2540.00
629.00,37.00,3.83,1400.00
529.00,44.00,4.66,1295.00
729.00,32.00,4.41,1490.00
569.00,41.00,4.41,1280.00
1669.00,14.00,3.84,2810.00
519.00,45.00,4.39,1370.00
709.00,33.00,4.27,1610.00
669.00,35.00,4.47,1550.00
509.00,46.00,4.48,1370.00
809.00,29.00,4.18,1670.00
499.00,47.00,3.85,1280.00
479.00,49.00,3.83,1310.00
1809.00,13.00,3.84,3020.00
1069.00,22.00,3.39,2150.00
1569.00,15.00,4.36,2810.00
619.00,38.00,4.13,1535.00
1309.00,18.00,3.96,2420.00
589.00,40.00,4.07,1415.00
1389.00,17.00,4.37,2555.00
1969.00,12.00,4.47,3185.00
549.00,43.00,4.28,1355.00
909.00,26.00,3.60,1895.00
639.00,37.00,3.47,1415.00
1029.00,23.00,4.21,2000.00
789.00,30.00,4.32,1790.00
1129.00,21.00,4.24,2165.00
949.00,25.00,4.26,1835.00
539.00,44.00,4.72,1340.00
579.00,41.00,4.18,1280.00
609.00,39.00,4.09,1490.00
679.00,35.00,4.55,1565.00
1489.00,16.00,4.11,2630.00
529.00,45.00,4.32,1385.00
769.00,31.00,4.21,1685.00
1989.00,12.00,4.01,3200.00
519.00,46.00,3.94,1400.00
569.00,42.00,3.94,1340.00
509.00,47.00,4.18,1295.00
1089.00,22.00,4.43,2195.00
